id,product_name,type,rating,num_words,stop_%,meaning_%,proper_noun_%,noun_%,pronoun_%,verb_%,adverb_%,adjective_%,wh-word_%,missspelled_%
42,mr. coffee 4-cup ste,review,5.0,200,0.49,0.51,0.0,0.145,0.025,0.16,0.055,0.085,0.015,0.4
42,mr. coffee 4-cup ste,title,5.0,5,0.6,0.4,0.0,0.4,0.2,0.2,0.0,0.0,0.0,1.0
43,mr. coffee 4-cup ste,review,4.0,642,0.48909657320872274,0.5109034267912772,0.0,0.1277258566978193,0.00778816199376947,0.11059190031152648,0.024922118380062305,0.0529595015576324,0.003115264797507788,0.2803738317757009
43,mr. coffee 4-cup ste,title,4.0,7,0.2857142857142857,0.7142857142857143,0.0,0.2857142857142857,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.7142857142857143
44,mr. coffee 4-cup ste,review,5.0,173,0.5606936416184971,0.4393063583815029,0.0,0.13872832369942195,0.028901734104046242,0.15028901734104047,0.06936416184971098,0.07514450867052024,0.011560693641618497,0.3872832369942196
44,mr. coffee 4-cup ste,title,5.0,8,0.375,0.625,0.0,0.25,0.125,0.125,0.125,0.0,0.0,0.625
45,mr. coffee 4-cup ste,review,4.0,383,0.4960835509138381,0.5039164490861618,0.0,0.16449086161879894,0.015665796344647518,0.10443864229765012,0.04699738903394256,0.0835509138381201,0.007832898172323759,0.3524804177545692
45,mr. coffee 4-cup ste,title,4.0,10,0.3,0.7,0.0,0.4,0.0,0.1,0.0,0.2,0.0,0.6
46,mr. coffee 4-cup ste,review,4.0,506,0.49604743083003955,0.5039525691699605,0.0,0.11067193675889328,0.01383399209486166,0.1482213438735178,0.05928853754940711,0.06521739130434782,0.007905138339920948,0.32806324110671936
46,mr. coffee 4-cup ste,title,4.0,9,0.4444444444444444,0.5555555555555556,0.0,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.0,0.2222222222222222,0.0,0.8888888888888888
47,mr. coffee 4-cup ste,review,4.0,142,0.44366197183098594,0.5563380281690141,0.0,0.19014084507042253,0.04929577464788732,0.16901408450704225,0.1056338028169014,0.09154929577464789,0.014084507042253521,0.528169014084507
47,mr. coffee 4-cup ste,title,4.0,4,0.5,0.5,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.75
48,mr. coffee 4-cup ste,review,5.0,121,0.45454545454545453,0.5454545454545454,0.0,0.1652892561983471,0.01652892561983471,0.19834710743801653,0.05785123966942149,0.09917355371900827,0.0,0.4793388429752066
48,mr. coffee 4-cup ste,title,5.0,17,0.5294117647058824,0.47058823529411764,0.0,0.29411764705882354,0.0,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.0,0.5882352941176471
49,mr. coffee 4-cup ste,review,4.0,168,0.5,0.5,0.0,0.17261904761904762,0.041666666666666664,0.14285714285714285,0.05952380952380952,0.07142857142857142,0.0,0.4226190476190476
49,mr. coffee 4-cup ste,title,4.0,8,0.375,0.625,0.0,0.25,0.0,0.125,0.0,0.125,0.0,0.625
50,mr. coffee 4-cup ste,review,5.0,230,0.45217391304347826,0.5478260869565217,0.0,0.14347826086956522,0.02608695652173913,0.1391304347826087,0.07391304347826087,0.06086956521739131,0.013043478260869565,0.391304347826087
50,mr. coffee 4-cup ste,title,5.0,4,0.5,0.5,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.75
51,mr. coffee 4-cup ste,review,5.0,120,0.5,0.5,0.0,0.175,0.016666666666666666,0.13333333333333333,0.075,0.10833333333333334,0.016666666666666666,0.4583333333333333
51,mr. coffee 4-cup ste,title,5.0,10,0.6,0.4,0.0,0.2,0.2,0.2,0.1,0.1,0.0,0.8
52,mr. coffee 4-cup ste,review,5.0,77,0.42857142857142855,0.5714285714285714,0.0,0.12987012987012986,0.05194805194805195,0.2077922077922078,0.07792207792207792,0.09090909090909091,0.012987012987012988,0.4155844155844156
52,mr. coffee 4-cup ste,title,5.0,4,0.0,1.0,0.0,0.25,0.0,0.25,0.0,0.5,0.0,1.0
53,mr. coffee 4-cup ste,review,5.0,446,0.5022421524663677,0.4977578475336323,0.0,0.13452914798206278,0.01569506726457399,0.1210762331838565,0.06502242152466367,0.07399103139013453,0.004484304932735426,0.3452914798206278
53,mr. coffee 4-cup ste,title,5.0,9,0.1111111111111111,0.8888888888888888,0.0,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.0,0.7777777777777778
54,mr. coffee 4-cup ste,review,5.0,191,0.4973821989528796,0.5026178010471204,0.0,0.1256544502617801,0.015706806282722512,0.1518324607329843,0.02617801047120419,0.07329842931937172,0.0,0.35602094240837695
54,mr. coffee 4-cup ste,title,5.0,3,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,1.0
55,mr. coffee 4-cup ste,review,4.0,123,0.4878048780487805,0.5121951219512195,0.0,0.17073170731707318,0.032520325203252036,0.15447154471544716,0.06504065040650407,0.08130081300813008,0.0,0.43902439024390244
55,mr. coffee 4-cup ste,title,4.0,4,0.0,1.0,0.0,0.75,0.0,0.0,0.0,0.25,0.0,1.0
56,mr. coffee 4-cup ste,review,5.0,83,0.4819277108433735,0.5180722891566265,0.0,0.1566265060240964,0.03614457831325301,0.13253012048192772,0.024096385542168676,0.0963855421686747,0.012048192771084338,0.4578313253012048
56,mr. coffee 4-cup ste,title,5.0,4,0.25,0.75,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.75
57,mr. coffee 4-cup ste,review,5.0,118,0.4830508474576271,0.5169491525423728,0.0,0.1440677966101695,0.03389830508474576,0.15254237288135594,0.0847457627118644,0.07627118644067797,0.00847457627118644,0.4406779661016949
57,mr. coffee 4-cup ste,title,5.0,5,0.4,0.6,0.0,0.4,0.2,0.0,0.0,0.2,0.0,0.8
58,mr. coffee 4-cup ste,review,5.0,150,0.49333333333333335,0.5066666666666667,0.0,0.15333333333333332,0.013333333333333334,0.16,0.07333333333333333,0.09333333333333334,0.006666666666666667,0.44
58,mr. coffee 4-cup ste,title,5.0,5,0.6,0.4,0.0,0.0,0.2,0.4,0.2,0.0,0.2,0.6
59,mr. coffee 4-cup ste,review,5.0,187,0.5401069518716578,0.45989304812834225,0.0,0.11229946524064172,0.0374331550802139,0.15508021390374332,0.0748663101604278,0.0748663101604278,0.016042780748663103,0.37433155080213903
59,mr. coffee 4-cup ste,title,5.0,8,0.25,0.75,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.625
60,mr. coffee 4-cup ste,review,4.0,188,0.5159574468085106,0.48404255319148937,0.0,0.1276595744680851,0.02127659574468085,0.16489361702127658,0.06382978723404255,0.06382978723404255,0.010638297872340425,0.35638297872340424
60,mr. coffee 4-cup ste,title,4.0,3,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,1.0
61,mr. coffee 4-cup ste,review,5.0,295,0.5050847457627119,0.49491525423728816,0.0,0.14576271186440679,0.01694915254237288,0.13898305084745763,0.0576271186440678,0.05423728813559322,0.013559322033898305,0.3559322033898305
61,mr. coffee 4-cup ste,title,5.0,14,0.35714285714285715,0.6428571428571429,0.0,0.21428571428571427,0.07142857142857142,0.14285714285714285,0.14285714285714285,0.0,0.0,0.5
62,mr. coffee 4-cup ste,review,4.0,120,0.5166666666666667,0.48333333333333334,0.0,0.175,0.025,0.15,0.08333333333333333,0.08333333333333333,0.008333333333333333,0.44166666666666665
62,mr. coffee 4-cup ste,title,4.0,13,0.23076923076923078,0.7692307692307693,0.0,0.3076923076923077,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.15384615384615385,0.0,0.7692307692307693
63,mr. coffee 4-cup ste,review,5.0,107,0.3925233644859813,0.6074766355140186,0.0,0.18691588785046728,0.056074766355140186,0.22429906542056074,0.037383177570093455,0.102803738317757,0.0,0.5887850467289719
63,mr. coffee 4-cup ste,title,5.0,17,0.29411764705882354,0.7058823529411765,0.0,0.23529411764705882,0.058823529411764705,0.23529411764705882,0.0,0.23529411764705882,0.0,0.8823529411764706
64,mr. coffee 4-cup ste,review,4.0,413,0.5084745762711864,0.4915254237288136,0.0,0.18886198547215496,0.01937046004842615,0.14285714285714285,0.048426150121065374,0.07506053268765134,0.004842615012106538,0.4261501210653753
64,mr. coffee 4-cup ste,title,4.0,7,0.2857142857142857,0.7142857142857143,0.0,0.42857142857142855,0.0,0.0,0.0,0.14285714285714285,0.0,0.7142857142857143
65,mr. coffee 4-cup ste,review,5.0,266,0.4924812030075188,0.5075187969924813,0.0,0.15789473684210525,0.018796992481203006,0.09774436090225563,0.045112781954887216,0.08646616541353383,0.0037593984962406013,0.3684210526315789
65,mr. coffee 4-cup ste,title,5.0,3,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,1.0
66,mr. coffee 4-cup ste,review,4.0,139,0.4892086330935252,0.5107913669064749,0.0,0.2014388489208633,0.02158273381294964,0.12949640287769784,0.10071942446043165,0.09352517985611511,0.007194244604316547,0.4316546762589928
66,mr. coffee 4-cup ste,title,4.0,2,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,1.0
67,mr. coffee 4-cup ste,review,4.0,103,0.5242718446601942,0.47572815533980584,0.0,0.1262135922330097,0.02912621359223301,0.11650485436893204,0.04854368932038835,0.11650485436893204,0.009708737864077669,0.42718446601941745
67,mr. coffee 4-cup ste,title,4.0,19,0.3157894736842105,0.6842105263157895,0.0,0.3684210526315789,0.0,0.10526315789473684,0.10526315789473684,0.15789473684210525,0.05263157894736842,0.6842105263157895
68,mr. coffee 4-cup ste,review,4.0,125,0.52,0.48,0.0,0.192,0.024,0.136,0.08,0.104,0.024,0.496
68,mr. coffee 4-cup ste,title,4.0,10,0.5,0.5,0.0,0.4,0.0,0.1,0.1,0.0,0.0,0.6
69,mr. coffee 4-cup ste,review,4.0,296,0.5168918918918919,0.4831081081081081,0.0,0.13175675675675674,0.02702702702702703,0.14189189189189189,0.06756756756756757,0.07094594594594594,0.010135135135135136,0.3716216216216216
69,mr. coffee 4-cup ste,title,4.0,6,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666
70,mr. coffee 4-cup ste,review,5.0,34,0.5,0.5,0.0,0.2647058823529412,0.058823529411764705,0.20588235294117646,0.08823529411764706,0.08823529411764706,0.029411764705882353,0.7352941176470589
70,mr. coffee 4-cup ste,title,5.0,8,0.375,0.625,0.0,0.375,0.125,0.25,0.125,0.0,0.125,1.0
71,mr. coffee 4-cup ste,review,5.0,133,0.48120300751879697,0.518796992481203,0.0,0.15037593984962405,0.022556390977443608,0.17293233082706766,0.10526315789473684,0.10526315789473684,0.022556390977443608,0.44360902255639095
71,mr. coffee 4-cup ste,title,5.0,19,0.42105263157894735,0.5789473684210527,0.0,0.10526315789473684,0.05263157894736842,0.2631578947368421,0.15789473684210525,0.15789473684210525,0.0,0.631578947368421
72,mr. coffee 4-cup ste,review,4.0,279,0.46953405017921146,0.5304659498207885,0.0,0.13620071684587814,0.021505376344086023,0.1111111111111111,0.06810035842293907,0.06810035842293907,0.007168458781362007,0.3225806451612903
72,mr. coffee 4-cup ste,title,4.0,6,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,1.0
73,mr. coffee 4-cup ste,review,5.0,648,0.5077160493827161,0.49228395061728397,0.0,0.13117283950617284,0.009259259259259259,0.11574074074074074,0.06018518518518518,0.05092592592592592,0.006172839506172839,0.3055555555555556
73,mr. coffee 4-cup ste,title,5.0,5,0.6,0.4,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.8
74,mr. coffee 4-cup ste,review,4.0,154,0.487012987012987,0.512987012987013,0.0,0.16883116883116883,0.01948051948051948,0.13636363636363635,0.07142857142857142,0.11038961038961038,0.01948051948051948,0.474025974025974
74,mr. coffee 4-cup ste,title,4.0,5,0.0,1.0,0.0,0.4,0.0,0.0,0.0,0.6,0.0,1.0
75,mr. coffee 4-cup ste,review,4.0,459,0.47276688453159044,0.5272331154684096,0.0,0.1721132897603486,0.017429193899782137,0.10675381263616558,0.04793028322440087,0.08714596949891068,0.004357298474945534,0.39215686274509803
75,mr. coffee 4-cup ste,title,4.0,8,0.375,0.625,0.0,0.375,0.0,0.125,0.0,0.125,0.0,0.875
76,mr. coffee 4-cup ste,review,5.0,80,0.6,0.4,0.0,0.1125,0.05,0.15,0.075,0.05,0.0125,0.4
76,mr. coffee 4-cup ste,title,5.0,7,0.5714285714285714,0.42857142857142855,0.0,0.2857142857142857,0.0,0.0,0.0,0.14285714285714285,0.0,0.7142857142857143
77,mr. coffee 4-cup ste,review,5.0,783,0.4840357598978289,0.5159642401021711,0.0,0.11749680715197956,0.008939974457215836,0.12388250319284802,0.031928480204342274,0.0421455938697318,0.006385696040868455,0.25925925925925924
77,mr. coffee 4-cup ste,title,5.0,6,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.16666666666666666,0.3333333333333333,0.0,0.6666666666666666
78,mr. coffee 4-cup ste,review,5.0,510,0.515686274509804,0.4843137254901961,0.0,0.1450980392156863,0.011764705882352941,0.13529411764705881,0.052941176470588235,0.07647058823529412,0.00784313725490196,0.34901960784313724
78,mr. coffee 4-cup ste,title,5.0,7,0.42857142857142855,0.5714285714285714,0.0,0.2857142857142857,0.0,0.0,0.0,0.2857142857142857,0.0,0.7142857142857143
79,mr. coffee 4-cup ste,review,4.0,229,0.4759825327510917,0.5240174672489083,0.0,0.18777292576419213,0.021834061135371178,0.13100436681222707,0.048034934497816595,0.043668122270742356,0.004366812227074236,0.38427947598253276
79,mr. coffee 4-cup ste,title,4.0,5,0.2,0.8,0.0,0.4,0.0,0.0,0.0,0.4,0.0,0.8
80,mr. coffee 4-cup ste,review,4.0,581,0.4819277108433735,0.5180722891566265,0.0,0.1359724612736661,0.01549053356282272,0.12220309810671257,0.055077452667814115,0.06712564543889846,0.008605851979345954,0.3373493975903614
80,mr. coffee 4-cup ste,title,4.0,5,0.4,0.6,0.0,0.0,0.0,0.4,0.2,0.2,0.0,0.4
81,mr. coffee 4-cup ste,review,5.0,84,0.5,0.5,0.0,0.17857142857142858,0.047619047619047616,0.21428571428571427,0.05952380952380952,0.07142857142857142,0.0,0.5595238095238095
81,mr. coffee 4-cup ste,title,5.0,5,0.0,1.0,0.0,0.6,0.0,0.0,0.2,0.2,0.0,0.8
82,mr. coffee 4-cup ste,review,5.0,52,0.4423076923076923,0.5576923076923077,0.0,0.34615384615384615,0.019230769230769232,0.11538461538461539,0.057692307692307696,0.11538461538461539,0.0,0.6538461538461539
82,mr. coffee 4-cup ste,title,5.0,16,0.375,0.625,0.0,0.25,0.0625,0.125,0.125,0.1875,0.0,0.625
83,mr. coffee 4-cup ste,review,5.0,569,0.4991212653778559,0.5008787346221442,0.0,0.13532513181019332,0.019332161687170474,0.1195079086115993,0.054481546572934976,0.05272407732864675,0.007029876977152899,0.3216168717047452
83,mr. coffee 4-cup ste,title,5.0,13,0.38461538461538464,0.6153846153846154,0.0,0.38461538461538464,0.07692307692307693,0.23076923076923078,0.07692307692307693,0.0,0.0,0.6923076923076923
84,mr. coffee 4-cup ste,review,5.0,55,0.36363636363636365,0.6363636363636364,0.0,0.21818181818181817,0.05454545454545454,0.2,0.03636363636363636,0.12727272727272726,0.0,0.5636363636363636
84,mr. coffee 4-cup ste,title,5.0,4,0.25,0.75,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5
85,mr. coffee 4-cup ste,review,5.0,355,0.43661971830985913,0.5633802816901409,0.0,0.17464788732394365,0.011267605633802818,0.12112676056338029,0.028169014084507043,0.056338028169014086,0.014084507042253521,0.352112676056338
85,mr. coffee 4-cup ste,title,5.0,9,0.1111111111111111,0.8888888888888888,0.0,0.3333333333333333,0.0,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.0,0.6666666666666666
86,mr. coffee 4-cup ste,review,5.0,168,0.5357142857142857,0.4642857142857143,0.0,0.15476190476190477,0.02976190476190476,0.16071428571428573,0.03571428571428571,0.05952380952380952,0.0,0.35119047619047616
86,mr. coffee 4-cup ste,title,5.0,2,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,1.0
87,mr. coffee 4-cup ste,review,5.0,20,0.4,0.6,0.0,0.3,0.05,0.15,0.15,0.15,0.0,0.8
87,mr. coffee 4-cup ste,title,5.0,9,0.4444444444444444,0.5555555555555556,0.0,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.0,0.1111111111111111,0.0,1.0
88,mr. coffee 4-cup ste,review,5.0,288,0.5243055555555556,0.4756944444444444,0.0,0.1284722222222222,0.017361111111111112,0.16319444444444445,0.052083333333333336,0.0625,0.006944444444444444,0.3576388888888889
88,mr. coffee 4-cup ste,title,5.0,12,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.0,0.6666666666666666
89,mr. coffee 4-cup ste,review,5.0,184,0.5217391304347826,0.4782608695652174,0.0,0.11413043478260869,0.02717391304347826,0.16304347826086957,0.05434782608695652,0.04891304347826087,0.005434782608695652,0.29347826086956524
89,mr. coffee 4-cup ste,title,5.0,10,0.5,0.5,0.0,0.2,0.0,0.1,0.0,0.3,0.0,0.8
90,mr. coffee 4-cup ste,review,4.0,200,0.465,0.535,0.0,0.165,0.02,0.135,0.05,0.085,0.005,0.395
90,mr. coffee 4-cup ste,title,4.0,9,0.2222222222222222,0.7777777777777778,0.0,0.4444444444444444,0.0,0.1111111111111111,0.0,0.3333333333333333,0.0,1.0
91,mr. coffee 4-cup ste,review,4.0,165,0.43636363636363634,0.5636363636363636,0.0,0.14545454545454545,0.024242424242424242,0.15757575757575756,0.08484848484848485,0.10303030303030303,0.030303030303030304,0.43636363636363634
91,mr. coffee 4-cup ste,title,4.0,11,0.45454545454545453,0.5454545454545454,0.0,0.18181818181818182,0.0,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.0,0.6363636363636364
92,mr. coffee 4-cup ste,review,4.0,313,0.49201277955271566,0.5079872204472844,0.0,0.16613418530351437,0.012779552715654952,0.10543130990415335,0.051118210862619806,0.10862619808306709,0.003194888178913738,0.36421725239616615
92,mr. coffee 4-cup ste,title,4.0,12,0.5,0.5,0.0,0.25,0.0,0.0,0.16666666666666666,0.25,0.0,0.5833333333333334
93,mr. coffee 4-cup ste,review,4.0,203,0.4729064039408867,0.5270935960591133,0.0,0.14285714285714285,0.024630541871921183,0.1724137931034483,0.054187192118226604,0.08866995073891626,0.009852216748768473,0.4088669950738916
93,mr. coffee 4-cup ste,title,4.0,6,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.8333333333333334
